year month SPO_NOAA_insitu SPO_NOAA_flask SPO_SIO_O2_flask SPO_SIO_CDK_flask SPO_CSIRO_flask HBA_NOAA_flask SYO_NOAA_flask SYO_TU_insitu MAA_CSIRO_flask CYA_CSIRO_flask PSA_NOAA_flask PSA_SIO_O2_flask DRP_NOAA_flask MQA_CSIRO_flask CRZ_NOAA_flask BHD_NIWA_insitu CGO_NOAA_flask CGO_SIO_O2_flask CGO_CSIRO_flask AMS_LSCE_insitu CPT_SAWS_insitu
1998 1 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
1998 2 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1998 3 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1998 4 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1998 5 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
1998 6 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1998 7 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1998 8 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1998 9 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1998 10 NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
1998 11 NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1998 12 NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1999 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1999 2 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
1999 3 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1999 4 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
1999 5 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1999 6 NaN NaN NaN NA NA NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
1999 7 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NA NaN NaN NaN
1999 8 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
1999 9 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
1999 10 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NA NaN NaN NaN NaN NaN
1999 11 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
1999 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 1 NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2000 2 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 3 NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 4 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 5 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 6 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 7 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 8 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 9 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 10 NaN NaN NaN NaN NA NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 11 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2000 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2001 2 NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2001 3 NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 4 NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NA NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 5 NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NA NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 6 NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NA NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 7 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 8 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 9 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 10 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2001 11 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2001 12 NaN NaN NaN NaN NA NaN NaN NaN NaN NA NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2002 1 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NA NaN NaN NaN
2002 2 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2002 3 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2002 4 NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2002 5 NaN NaN NaN NaN NaN NaN NaN NaN NA NA NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2002 6 NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2002 7 NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2002 8 NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2002 9 NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2002 10 NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2002 11 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2002 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2003 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2003 2 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2003 3 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2003 4 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2003 5 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2003 6 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NA NaN NaN NaN NaN NaN NaN
2003 7 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2003 8 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2003 9 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2003 10 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2003 11 NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2003 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 2 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 3 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 4 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 5 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 6 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 7 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 8 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 9 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 10 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 11 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2004 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2005 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2005 2 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2005 3 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2005 4 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NA NaN NA NaN NaN NaN NaN NaN
2005 5 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2005 6 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2005 7 NaN NaN NaN NA NA NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2005 8 NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2005 9 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2005 10 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2005 11 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2005 12 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2006 1 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2006 2 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NA NaN NaN NaN NaN NaN
2006 3 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN
2006 4 NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2006 5 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2006 6 NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2006 7 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN
2006 8 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2006 9 NaN NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2006 10 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2006 11 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2006 12 NaN NaN NaN NA NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2007 1 399.9567 399.9741 399.9852 399.9719 400 399.8998 399.9228 399.9057 399.8803 399.5816 399.7626 399.8 400.1052 399.7339 399.6989 399.7484 399.8699 399.8354 399.8012 399.9062 399.7668
2007 2 399.7284 399.7955 399.836 399.8357 399.8851 399.5713 399.6139 399.6525 399.5291 399.3597 399.3501 399.4949 399.4871 399.3198 399.2761 399.4566 399.6776 399.6776 399.6799 399.7116 399.68
2007 3 399.4879 399.5366 399.5111 399.5543 399.5975 399.4824 399.4153 399.4368 399.473 399.4405 399.3375 399.4784 399.4131 399.3015 399.3669 399.2882 399.2538 399.1661 399.2676 399.206 399.5503
2007 4 399.4412 399.4441 399.4256 399.4131 399.3777 399.4661 399.4288 399.4261 399.3761 399.3512 399.3565 399.414 399.4606 399.4347 399.1141 399.3457 NA NA NA 399.1493 399.498
2007 5 399.3714 399.3906 399.3929 399.3929 399.4062 399.3787 399.3786 399.3789 399.3821 399.3824 399.3466 399.3563 399.2764 398.9704 399.3718 398.423 399.3403 399.3712 399.336 398.8898 399.4403
